trip_distance,fare_amount,winter,spring,summer,fall,PULongitude,PULatitude,DOLongitude,DOLatitude,pickup_datetime,dropoff_datetime,ride_duration,Early morning,Morning,Afternoon,Night,Holiday Proximity,label
0.94,5.5,1,0,0,0,-74.00671162438991,40.718695641007706,-74.0013747299582,40.7238990714701,2019-12-06 08:37:11,2019-12-06 08:42:41,0 days 00:05:30.000000000,0,1,0,0,0,B
0.6,5.0,1,0,0,0,-73.9597126787805,40.7668388165846,-73.9545680421348,40.7655068182316,2019-12-18 16:09:49,2019-12-18 16:15:04,0 days 00:05:15.000000000,0,0,1,0,0,B
1.33,8.5,0,0,1,0,-73.9967775123964,40.7425461606612,-73.9852141243977,40.7279442789046,2019-06-11 19:24:27,2019-06-11 19:35:57,0 days 00:11:30.000000000,0,0,0,0,0,C
3.9,15.5,0,1,0,0,-73.9904776189691,40.7403134645878,-73.9591078838642,40.7109771296904,2019-03-02 09:33:15,2019-03-02 09:50:49,0 days 00:17:34.000000000,0,1,0,0,0,F
0.7,5.5,1,0,0,0,-74.0161196692833,40.7116120831165,-74.0161196692833,40.7116120831165,2019-12-20 22:06:34,2019-12-20 22:11:41,0 days 00:05:07.000000000,0,0,0,1,0,B
8.75,35.5,0,0,1,0,-73.8728037146871,40.7748673895178,-73.9999401565074,40.7483972248318,2019-06-12 11:44:19,2019-06-12 12:29:44,0 days 00:45:25.000000000,0,1,0,0,0,J
3.5,18.0,0,1,0,0,-74.00671162438991,40.718695641007706,-73.9774318381095,40.758226481221705,2019-03-22 16:58:07,2019-03-22 17:24:09,0 days 00:26:02.000000000,0,0,1,0,0,G
0.42,3.5,1,0,0,0,-73.9778420751297,40.7317281591558,-73.9771193707357,40.7403592357115,2019-01-30 05:54:01,2019-01-30 05:55:08,0 days 00:01:07.000000000,0,0,0,0,0,A
18.49,52.0,0,0,0,1,-73.77826365890199,40.64260452171779,-73.9841761608222,40.759844740029294,2019-10-20 19:50:36,2019-10-20 20:39:11,0 days 00:48:35.000000000,0,0,0,0,0,J
1.31,9.5,0,1,0,0,-73.98592880648721,40.7488076668144,-74.004512572075,40.7524372519647,2019-04-25 23:41:19,2019-04-25 23:54:13,0 days 00:12:54.000000000,0,0,0,1,0,C
3.41,17.5,1,0,0,0,-73.98592880648721,40.7488076668144,-73.9569723853064,40.7804914757347,2019-02-13 14:30:47,2019-02-13 14:55:31,0 days 00:24:44.000000000,0,0,1,0,0,G
0.95,6.0,0,0,0,1,-73.9907183626618,40.719211674204395,-73.9833103532463,40.737348376320796,2019-10-26 18:11:12,2019-10-26 18:16:47,0 days 00:05:35.000000000,0,0,0,0,0,B
1.05,5.5,0,0,0,1,-73.9569723853064,40.7804914757347,-73.9449566676846,40.7906501597646,2019-09-22 15:41:38,2019-09-22 15:45:50,0 days 00:04:12.000000000,0,0,1,0,1,B
4.0,13.0,1,0,0,0,-73.9833103532463,40.737348376320796,-74.01130777063679,40.7033938017209,2019-02-27 07:23:15,2019-02-27 07:31:51,0 days 00:08:36.000000000,0,1,0,0,0,E
1.02,6.5,0,0,1,0,-73.9597126787805,40.7668388165846,-73.9656914919459,40.7685418846646,2019-06-04 18:14:45,2019-06-04 18:22:10,0 days 00:07:25.000000000,0,0,0,0,0,B
0.75,6.5,0,1,0,0,-73.97836698802041,40.7644254534051,-73.9841761608222,40.759844740029294,2019-04-20 20:14:21,2019-04-20 20:21:55,0 days 00:07:34.000000000,0,0,0,0,0,B
6.75,24.0,0,1,0,0,-73.9898566508315,40.7622367556144,-73.94232930719009,40.7144695745871,2019-03-19 20:54:48,2019-03-19 21:21:40,0 days 00:26:52.000000000,0,0,0,0,1,I
1.51,9.0,1,0,0,0,-73.9999401565074,40.7483972248318,-73.9999401565074,40.7483972248318,2019-02-08 21:07:59,2019-02-08 21:18:53,0 days 00:10:54.000000000,0,0,0,0,0,C
0.72,5.5,0,0,1,0,-73.9986779466048,40.7286117315904,-74.00249690862721,40.734611555981395,2019-08-04 00:16:39,2019-08-04 00:21:48,0 days 00:05:09.000000000,1,0,0,0,0,B
1.18,6.0,0,1,0,0,-74.01130777063679,40.7033938017209,-74.01130777063679,40.7033938017209,2019-04-18 08:12:38,2019-04-18 08:18:51,0 days 00:06:13.000000000,0,1,0,0,0,B
1.89,9.0,0,0,0,1,-74.004512572075,40.7524372519647,-73.98135241373991,40.7739059853886,2019-11-16 12:43:21,2019-11-16 12:53:08,0 days 00:09:47.000000000,0,0,0,0,0,C
0.55,5.0,0,1,0,0,-73.9904776189691,40.7403134645878,-73.9769419924356,40.7476542811031,2019-04-23 21:11:41,2019-04-23 21:16:35,0 days 00:04:54.000000000,0,0,0,0,0,B
2.57,9.0,0,0,0,1,-73.98135241373991,40.7739059853886,-73.9999401565074,40.7483972248318,2019-10-14 07:16:56,2019-10-14 07:23:59,0 days 00:07:03.000000000,0,1,0,0,0,C
0.9,5.5,0,1,0,0,-73.9545680421348,40.7655068182316,-73.94582981800791,40.776534228995104,2019-05-20 18:55:21,2019-05-20 18:59:58,0 days 00:04:37.000000000,0,0,0,0,0,B
6.2,25.0,1,0,0,0,-73.9907183626618,40.719211674204395,-73.9678083909732,40.797866268004,2019-12-19 22:36:06,2019-12-19 23:08:57,0 days 00:32:51.000000000,0,0,0,1,0,J
2.51,13.0,0,0,1,0,-73.9774318381095,40.758226481221705,-73.9967775123964,40.7425461606612,2019-06-12 12:13:22,2019-06-12 12:32:02,0 days 00:18:40.000000000,0,0,0,0,0,E
1.23,8.0,0,0,1,0,-73.9769419924356,40.7476542811031,-73.9967775123964,40.7425461606612,2019-06-27 08:56:23,2019-06-27 09:06:20,0 days 00:09:57.000000000,0,1,0,0,0,C
0.8,5.0,0,0,0,1,-73.97281451745029,40.7917662467824,-73.9655685290937,40.8020327729942,2019-09-19 08:08:19,2019-09-19 08:12:52,0 days 00:04:33.000000000,0,1,0,0,0,B
0.82,5.0,0,0,1,0,-74.004512572075,40.7524372519647,-73.99245532771059,40.748476361761796,2019-06-30 02:46:29,2019-06-30 02:50:55,0 days 00:04:26.000000000,1,0,0,0,0,B
7.64,25.0,1,0,0,0,-73.9512079916544,40.7784958687768,-74.0078121163865,40.706659617356,2019-01-29 08:29:50,2019-01-29 08:55:09,0 days 00:25:19.000000000,0,1,0,0,0,J
1.6,10.5,0,0,0,1,-73.9656914919459,40.7685418846646,-73.97836698802041,40.7644254534051,2019-11-04 10:09:11,2019-11-04 10:24:00,0 days 00:14:49.000000000,0,1,0,0,0,D
2.63,13.0,0,0,1,0,-74.00249690862721,40.734611555981395,-73.9898566508315,40.7622367556144,2019-06-16 18:34:19,2019-06-16 18:50:32,0 days 00:16:13.000000000,0,0,0,0,0,E
18.51,52.0,0,1,0,0,-73.9512079916544,40.7784958687768,-73.77826365890199,40.64260452171779,2019-03-21 14:30:21,2019-03-21 15:16:10,0 days 00:45:49.000000000,0,0,1,0,0,J
2.61,13.0,0,0,1,0,-73.97281451745029,40.7917662467824,-73.9656914919459,40.7685418846646,2019-07-30 10:24:49,2019-07-30 10:42:28,0 days 00:17:39.000000000,0,1,0,0,0,E
0.82,4.5,0,0,1,0,-73.97827334184859,40.7841073645538,-73.97281451745029,40.7917662467824,2019-08-04 15:12:10,2019-08-04 15:14:31,0 days 00:02:21.000000000,0,0,1,0,0,A
2.8,11.0,1,0,0,0,-73.9597126787805,40.7668388165846,-73.9383104968462,40.8055655654775,2019-12-04 10:22:58,2019-12-04 10:34:21,0 days 00:11:23.000000000,0,1,0,0,0,D
2.48,11.0,0,1,0,0,-73.9769419924356,40.7476542811031,-73.9852141243977,40.7279442789046,2019-05-07 20:22:38,2019-05-07 20:36:14,0 days 00:13:36.000000000,0,0,0,0,0,D
1.72,9.0,1,0,0,0,-73.9721454850812,40.7568161553126,-73.9597126787805,40.7668388165846,2019-01-20 17:27:04,2019-01-20 17:36:18,0 days 00:09:14.000000000,0,0,1,0,0,C
1.99,17.0,0,0,1,0,-73.9852141243977,40.7279442789046,-73.99245532771059,40.748476361761796,2019-08-06 13:58:25,2019-08-06 14:26:21,0 days 00:27:56.000000000,0,0,1,0,0,F
1.2,7.5,0,0,0,1,-74.00671162438991,40.718695641007706,-74.00249690862721,40.734611555981395,2019-11-22 08:02:15,2019-11-22 08:10:59,0 days 00:08:44.000000000,0,1,0,0,0,C
0.54,5.5,0,0,1,0,-74.0161196692833,40.7116120831165,-74.0161196692833,40.7116120831165,2019-08-05 20:57:10,2019-08-05 21:02:55,0 days 00:05:45.000000000,0,0,0,0,0,B
6.02,21.5,0,0,0,1,-74.0129193755126,40.708975618892005,-73.97827334184859,40.7841073645538,2019-11-18 21:40:17,2019-11-18 22:02:09,0 days 00:21:52.000000000,0,0,0,0,0,H
1.2,8.5,0,0,1,0,-74.00249690862721,40.734611555981395,-74.00671162438991,40.718695641007706,2019-07-12 20:48:21,2019-07-12 21:00:00,0 days 00:11:39.000000000,0,0,0,0,0,C
0.8,6.5,0,0,0,1,-74.004512572075,40.7524372519647,-73.99245532771059,40.748476361761796,2019-10-31 14:18:34,2019-10-31 14:25:24,0 days 00:06:50.000000000,0,0,1,0,0,B
2.37,11.0,0,0,1,0,-73.9769419924356,40.7476542811031,-73.9512079916544,40.7784958687768,2019-07-31 20:44:21,2019-07-31 20:57:10,0 days 00:12:49.000000000,0,0,0,0,0,D
1.11,6.5,0,0,1,0,-73.9678083909732,40.797866268004,-73.9449566676846,40.7906501597646,2019-08-01 12:19:20,2019-08-01 12:25:40,0 days 00:06:20.000000000,0,0,0,0,0,B
1.5,8.0,0,1,0,0,-73.97281451745029,40.7917662467824,-73.9569723853064,40.7804914757347,2019-03-04 11:58:41,2019-03-04 12:06:46,0 days 00:08:05.000000000,0,1,0,0,0,C
1.6,14.5,0,0,0,1,-73.9656914919459,40.7685418846646,-73.9774318381095,40.758226481221705,2019-11-09 18:02:38,2019-11-09 18:26:03,0 days 00:23:25.000000000,0,0,0,0,0,E
1.0,6.5,0,0,0,1,-73.9771193707357,40.7403592357115,-73.97125597712959,40.7491720982236,2019-10-02 18:19:27,2019-10-02 18:25:54,0 days 00:06:27.000000000,0,0,0,0,0,B
2.59,14.0,0,0,0,1,-73.9520653308923,40.8042048286288,-73.9512079916544,40.7784958687768,2019-10-18 15:28:49,2019-10-18 15:49:12,0 days 00:20:23.000000000,0,0,1,0,0,E
1.0,9.0,0,1,0,0,-73.9841761608222,40.759844740029294,-73.9841761608222,40.759844740029294,2019-04-02 17:07:45,2019-04-02 17:19:57,0 days 00:12:12.000000000,0,0,1,0,0,C
1.4,7.0,0,1,0,0,-73.98878589284921,40.753514091774605,-73.98135241373991,40.7739059853886,2019-04-13 12:36:29,2019-04-13 12:42:57,0 days 00:06:28.000000000,0,0,0,0,0,B
2.92,15.0,1,0,0,0,-73.9721454850812,40.7568161553126,-74.0071756920052,40.7253763405368,2019-12-11 10:34:03,2019-12-11 10:56:28,0 days 00:22:25.000000000,0,1,0,0,0,F
2.96,16.0,0,0,0,1,-74.004512572075,40.7524372519647,-73.9656914919459,40.7685418846646,2019-10-22 11:57:57,2019-10-22 12:21:37,0 days 00:23:40.000000000,0,1,0,0,0,F
2.1,11.5,0,1,0,0,-73.9656914919459,40.7685418846646,-73.97827334184859,40.7841073645538,2019-03-18 16:39:08,2019-03-18 16:53:24,0 days 00:14:16.000000000,0,0,1,0,1,D
1.5,12.5,0,0,1,0,-73.9769419924356,40.7476542811031,-73.9721454850812,40.7568161553126,2019-06-17 09:54:44,2019-06-17 10:14:38,0 days 00:19:54.000000000,0,1,0,0,0,E
1.03,6.0,0,1,0,0,-73.9656914919459,40.7685418846646,-73.9569723853064,40.7804914757347,2019-04-04 18:35:49,2019-04-04 18:42:06,0 days 00:06:17.000000000,0,0,0,0,0,B
0.96,5.5,1,0,0,0,-73.94582981800791,40.776534228995104,-73.9545680421348,40.7655068182316,2019-02-09 09:55:36,2019-02-09 09:59:59,0 days 00:04:23.000000000,0,1,0,0,0,B
0.97,5.5,0,0,1,0,-73.98878589284921,40.753514091774605,-73.97836698802041,40.7644254534051,2019-06-22 23:29:41,2019-06-22 23:34:32,0 days 00:04:51.000000000,0,0,0,1,0,B
0.87,5.5,1,0,0,0,-73.97827334184859,40.7841073645538,-73.98135241373991,40.7739059853886,2019-02-03 21:12:26,2019-02-03 21:16:21,0 days 00:03:55.000000000,0,0,0,0,0,B
1.33,9.0,0,1,0,0,-73.9898566508315,40.7622367556144,-73.99245532771059,40.748476361761796,2019-04-19 13:28:51,2019-04-19 13:40:32,0 days 00:11:41.000000000,0,0,1,0,0,C
0.72,5.5,0,1,0,0,-73.9898566508315,40.7622367556144,-73.9898566508315,40.7622367556144,2019-05-05 01:27:58,2019-05-05 01:33:51,0 days 00:05:53.000000000,1,0,0,0,0,B
1.19,5.5,0,0,1,0,-73.96557217995941,40.7824597386361,-73.9383104968462,40.8055655654775,2019-06-04 20:25:20,2019-06-04 20:28:59,0 days 00:03:39.000000000,0,0,0,0,0,B
2.31,15.0,0,0,1,0,-73.9656914919459,40.7685418846646,-73.97827334184859,40.7841073645538,2019-06-13 17:41:39,2019-06-13 18:03:29,0 days 00:21:50.000000000,0,0,1,0,0,F
1.6,7.5,0,0,1,0,-73.9656914919459,40.7685418846646,-73.9769419924356,40.7476542811031,2019-08-12 14:31:46,2019-08-12 14:40:13,0 days 00:08:27.000000000,0,0,1,0,0,C
15.6,42.5,1,0,0,0,-73.77826365890199,40.64260452171779,-73.94232930719009,40.7144695745871,2019-01-06 23:24:32,2019-01-06 23:47:06,0 days 00:22:34.000000000,0,0,0,1,0,J
1.3,8.5,0,0,1,0,-73.9569723853064,40.7804914757347,-73.9656914919459,40.7685418846646,2019-06-17 14:10:21,2019-06-17 14:20:35,0 days 00:10:14.000000000,0,0,1,0,0,C
1.4,7.5,1,0,0,0,-73.97836698802041,40.7644254534051,-73.9879729664182,40.77577020957129,2019-01-18 19:16:41,2019-01-18 19:24:40,0 days 00:07:59.000000000,0,0,0,0,0,C
1.53,7.5,1,0,0,0,-73.93773452015779,40.6439285192804,-73.93773452015779,40.6439285192804,2019-12-20 21:45:33,2019-12-20 21:52:25,0 days 00:06:52.000000000,0,0,0,0,0,C
0.9,9.0,0,1,0,0,-73.9769419924356,40.7476542811031,-73.98592880648721,40.7488076668144,2019-03-29 13:45:48,2019-03-29 13:58:32,0 days 00:12:44.000000000,0,0,1,0,0,C
1.9,13.5,0,1,0,0,-73.9449566676846,40.7906501597646,-73.97827334184859,40.7841073645538,2019-03-16 14:04:45,2019-03-16 14:25:07,0 days 00:20:22.000000000,0,0,1,0,0,E
1.28,6.5,1,0,0,0,-73.9904776189691,40.7403134645878,-73.9841761608222,40.759844740029294,2019-01-28 19:57:42,2019-01-28 20:03:25,0 days 00:05:43.000000000,0,0,0,0,0,B
0.89,5.5,0,0,0,1,-74.00249690862721,40.734611555981395,-74.0071756920052,40.7253763405368,2019-09-12 08:17:20,2019-09-12 08:21:55,0 days 00:04:35.000000000,0,1,0,0,0,B
3.82,16.0,0,1,0,0,-74.00671162438991,40.718695641007706,-73.97836698802041,40.7644254534051,2019-05-22 07:25:50,2019-05-22 07:47:17,0 days 00:21:27.000000000,0,1,0,0,0,F
0.9,8.0,0,1,0,0,-73.99245532771059,40.748476361761796,-73.9904776189691,40.7403134645878,2019-05-29 16:22:54,2019-05-29 16:33:32,0 days 00:10:38.000000000,0,0,1,0,1,C
13.75,39.0,0,1,0,0,-73.9904776189691,40.7403134645878,-73.80732908405,40.710852781755,2019-05-17 05:14:08,2019-05-17 05:39:50,0 days 00:25:42.000000000,0,0,0,0,0,J
0.8,4.5,0,1,0,0,-73.9852141243977,40.7279442789046,-73.97702292193391,40.7241521436714,2019-03-21 01:36:09,2019-03-21 01:39:40,0 days 00:03:31.000000000,1,0,0,0,0,A
1.43,7.0,0,1,0,0,-73.98592880648721,40.7488076668144,-73.97125597712959,40.7491720982236,2019-05-05 22:40:26,2019-05-05 22:48:30,0 days 00:08:04.000000000,0,0,0,1,0,B
2.94,10.0,0,1,0,0,-73.9879729664182,40.77577020957129,-73.9618152643826,40.80957022827229,2019-04-21 08:26:01,2019-04-21 08:33:50,0 days 00:07:49.000000000,0,1,0,0,0,D
7.6,26.0,0,1,0,0,-73.8728037146871,40.7748673895178,-73.9569723853064,40.7804914757347,2019-05-28 08:19:26,2019-05-28 08:51:36,0 days 00:32:10.000000000,0,1,0,0,0,J
0.87,6.0,0,0,0,1,-73.9545680421348,40.7655068182316,-73.9597126787805,40.7668388165846,2019-11-23 12:51:47,2019-11-23 12:58:03,0 days 00:06:16.000000000,0,0,0,0,1,B
1.89,15.0,0,1,0,0,-73.9774318381095,40.758226481221705,-73.9545680421348,40.7655068182316,2019-04-18 13:22:10,2019-04-18 13:45:37,0 days 00:23:27.000000000,0,0,1,0,0,F
0.5,4.0,1,0,0,0,-73.9879729664182,40.77577020957129,-73.98135241373991,40.7739059853886,2019-02-19 15:48:13,2019-02-19 15:51:04,0 days 00:02:51.000000000,0,0,1,0,0,A
0.55,5.0,0,0,0,1,-73.9771193707357,40.7403592357115,-73.9769419924356,40.7476542811031,2019-10-28 09:40:39,2019-10-28 09:45:09,0 days 00:04:30.000000000,0,1,0,0,0,B
1.29,7.5,0,1,0,0,-73.9879729664182,40.77577020957129,-73.96557217995941,40.7824597386361,2019-03-09 13:24:43,2019-03-09 13:33:34,0 days 00:08:51.000000000,0,0,1,0,0,C
2.0,10.0,1,0,0,0,-74.00249690862721,40.734611555981395,-73.9771193707357,40.7403592357115,2019-02-02 01:59:04,2019-02-02 02:11:36,0 days 00:12:32.000000000,1,0,0,0,0,D
1.92,12.0,0,1,0,0,-73.97836698802041,40.7644254534051,-73.97125597712959,40.7491720982236,2019-03-16 20:25:02,2019-03-16 20:42:23,0 days 00:17:21.000000000,0,0,0,0,0,D
3.68,14.0,0,1,0,0,-74.0078121163865,40.706659617356,-73.9591078838642,40.7109771296904,2019-05-13 21:15:21,2019-05-13 21:29:47,0 days 00:14:26.000000000,0,0,0,0,0,E
1.85,9.0,0,1,0,0,-73.9774318381095,40.758226481221705,-73.9879729664182,40.77577020957129,2019-04-01 07:25:05,2019-04-01 07:34:52,0 days 00:09:47.000000000,0,1,0,0,0,C
1.8,9.0,1,0,0,0,-73.9618152643826,40.80957022827229,-73.97827334184859,40.7841073645538,2019-01-12 11:02:18,2019-01-12 11:11:08,0 days 00:08:50.000000000,0,1,0,0,0,C
6.69,24.5,1,0,0,0,-73.9656914919459,40.7685418846646,-74.0071756920052,40.7253763405368,2019-12-20 18:56:59,2019-12-20 19:25:24,0 days 00:28:25.000000000,0,0,0,0,0,I
1.45,8.5,0,0,0,1,-73.9946282171513,40.7324859518256,-73.97702292193391,40.7241521436714,2019-11-26 18:52:31,2019-11-26 19:03:17,0 days 00:10:46.000000000,0,0,0,0,0,C
0.56,4.5,1,0,0,0,-74.0083857570117,40.735248066679,-74.0083857570117,40.735248066679,2019-01-31 19:59:40,2019-01-31 20:03:34,0 days 00:03:54.000000000,0,0,0,0,0,A
4.3,18.5,1,0,0,0,-73.9852141243977,40.7279442789046,-73.9879729664182,40.77577020957129,2019-01-13 15:35:11,2019-01-13 15:59:50,0 days 00:24:39.000000000,0,0,1,0,0,G
1.09,6.5,1,0,0,0,-73.9395164693167,40.8210462140976,-73.9520653308923,40.8042048286288,2019-02-12 19:00:48,2019-02-12 19:07:48,0 days 00:07:00.000000000,0,0,0,0,0,B
14.69,52.0,0,0,0,1,-73.7916654578906,40.6781247031195,-73.9721454850812,40.7568161553126,2019-10-01 20:44:04,2019-10-01 21:14:15,0 days 00:30:11.000000000,0,0,0,0,0,J
3.4,18.0,0,1,0,0,-73.98135241373991,40.7739059853886,-73.94582981800791,40.776534228995104,2019-03-22 11:58:04,2019-03-22 12:24:46,0 days 00:26:42.000000000,0,1,0,0,0,G
1.0,5.5,1,0,0,0,-73.98135241373991,40.7739059853886,-73.97281451745029,40.7917662467824,2019-02-21 19:55:41,2019-02-21 19:59:48,0 days 00:04:07.000000000,0,0,0,0,0,B
1.34,5.5,1,0,0,0,-73.9852141243977,40.7279442789046,-73.9771193707357,40.7403592357115,2019-12-10 23:35:57,2019-12-10 23:40:06,0 days 00:04:09.000000000,0,0,0,1,0,B
4.9,17.5,1,0,0,0,-73.9967775123964,40.7425461606612,-73.97281451745029,40.7917662467824,2019-01-17 22:43:02,2019-01-17 22:58:34,0 days 00:15:32.000000000,0,0,0,1,1,G
0.9,6.0,0,0,0,1,-74.00249690862721,40.734611555981395,-73.9999401565074,40.7483972248318,2019-09-11 20:46:34,2019-09-11 20:52:04,0 days 00:05:30.000000000,0,0,0,0,0,B
0.56,5.0,0,1,0,0,-74.004512572075,40.7524372519647,-74.004512572075,40.7524372519647,2019-04-13 18:28:05,2019-04-13 18:32:18,0 days 00:04:13.000000000,0,0,0,0,0,B
1.55,7.5,0,0,0,1,-73.9907183626618,40.719211674204395,-73.9771193707357,40.7403592357115,2019-10-19 02:01:02,2019-10-19 02:08:41,0 days 00:07:39.000000000,1,0,0,0,0,C
1.0,7.5,1,0,0,0,-73.9898566508315,40.7622367556144,-74.004512572075,40.7524372519647,2019-01-30 10:04:47,2019-01-30 10:13:47,0 days 00:09:00.000000000,0,1,0,0,0,C
0.96,10.0,0,0,0,1,-73.9721454850812,40.7568161553126,-73.9898566508315,40.7622367556144,2019-10-11 17:39:14,2019-10-11 17:54:19,0 days 00:15:05.000000000,0,0,1,0,0,D
2.44,9.0,0,1,0,0,-73.98135241373991,40.7739059853886,-73.9678083909732,40.797866268004,2019-05-18 08:43:00,2019-05-18 08:50:35,0 days 00:07:35.000000000,0,1,0,0,0,C
2.09,10.0,0,1,0,0,-73.9771193707357,40.7403592357115,-73.9986779466048,40.7286117315904,2019-04-28 11:44:52,2019-04-28 11:56:08,0 days 00:11:16.000000000,0,1,0,0,0,D
18.45,56.08,0,0,0,1,-74.009549313284,40.6754616838619,-73.7916654578906,40.6781247031195,2019-11-02 11:53:19,2019-11-02 12:30:27,0 days 00:37:08.000000000,0,1,0,0,0,J
2.2,12.0,0,0,1,0,-74.0078121163865,40.706659617356,-73.9907183626618,40.719211674204395,2019-07-17 17:54:05,2019-07-17 18:09:20,0 days 00:15:15.000000000,0,0,1,0,0,D
1.07,6.0,1,0,0,0,-73.9898566508315,40.7622367556144,-73.9879729664182,40.77577020957129,2019-12-25 21:18:56,2019-12-25 21:24:04,0 days 00:05:08.000000000,0,0,0,0,1,B
6.2,21.5,0,0,1,0,-74.00671162438991,40.718695641007706,-73.968269632125,40.6771824866237,2019-07-16 21:19:35,2019-07-16 21:43:32,0 days 00:23:57.000000000,0,0,0,0,0,H
1.5,9.0,0,0,1,0,-73.9656914919459,40.7685418846646,-73.9774318381095,40.758226481221705,2019-06-04 18:59:46,2019-06-04 19:10:48,0 days 00:11:02.000000000,0,0,0,0,0,C
1.09,6.0,1,0,0,0,-73.9769419924356,40.7476542811031,-73.97836698802041,40.7644254534051,2019-02-16 18:34:49,2019-02-16 18:40:39,0 days 00:05:50.000000000,0,0,0,0,0,B
1.6,7.5,0,0,1,0,-73.9769419924356,40.7476542811031,-73.97836698802041,40.7644254534051,2019-08-10 00:13:28,2019-08-10 00:21:23,0 days 00:07:55.000000000,1,0,0,0,0,C
1.17,7.5,1,0,0,0,-73.98878589284921,40.753514091774605,-74.004512572075,40.7524372519647,2019-01-15 10:10:03,2019-01-15 10:19:26,0 days 00:09:23.000000000,0,1,0,0,0,C
1.28,14.5,0,1,0,0,-74.004512572075,40.7524372519647,-73.98592880648721,40.7488076668144,2019-03-27 13:50:32,2019-03-27 14:14:50,0 days 00:24:18.000000000,0,0,1,0,1,E
0.86,7.5,0,1,0,0,-73.9852141243977,40.7279442789046,-73.9852141243977,40.7279442789046,2019-05-29 19:32:01,2019-05-29 19:41:01,0 days 00:09:00.000000000,0,0,0,0,1,C
1.79,9.5,0,1,0,0,-73.9999401565074,40.7483972248318,-73.9721454850812,40.7568161553126,2019-03-02 10:36:07,2019-03-02 10:47:43,0 days 00:11:36.000000000,0,1,0,0,0,C
0.93,8.5,0,1,0,0,-73.9721454850812,40.7568161553126,-73.9774318381095,40.758226481221705,2019-05-20 14:24:02,2019-05-20 14:35:45,0 days 00:11:43.000000000,0,0,1,0,0,C
1.6,9.0,0,0,1,0,-73.98592880648721,40.7488076668144,-73.9852141243977,40.7279442789046,2019-08-16 19:39:23,2019-08-16 19:49:24,0 days 00:10:01.000000000,0,0,0,0,0,C
1.42,9.0,1,0,0,0,-73.9986779466048,40.7286117315904,-73.9967775123964,40.7425461606612,2019-01-17 18:09:40,2019-01-17 18:21:19,0 days 00:11:39.000000000,0,0,0,0,1,C
0.35,3.0,1,0,0,0,-73.9545680421348,40.7655068182316,-73.9545680421348,40.7655068182316,2019-12-01 18:22:50,2019-12-01 18:23:49,0 days 00:00:59.000000000,0,0,0,0,0,A
1.36,6.5,1,0,0,0,-73.98592880648721,40.7488076668144,-73.9946282171513,40.7324859518256,2019-12-11 07:46:00,2019-12-11 07:52:41,0 days 00:06:41.000000000,0,1,0,0,0,B
2.4,10.5,0,0,1,0,-74.0083857570117,40.735248066679,-73.9841761608222,40.759844740029294,2019-06-04 07:57:27,2019-06-04 08:09:15,0 days 00:11:48.000000000,0,1,0,0,0,D
1.22,10.0,0,0,0,1,-73.9721454850812,40.7568161553126,-73.98592880648721,40.7488076668144,2019-11-07 10:47:29,2019-11-07 11:01:24,0 days 00:13:55.000000000,0,1,0,0,0,D
1.13,7.0,0,0,1,0,-73.9907183626618,40.719211674204395,-73.97702292193391,40.7241521436714,2019-07-19 23:56:11,2019-07-20 00:04:00,0 days 00:07:49.000000000,0,0,0,1,0,B
2.28,8.5,0,0,1,0,-73.9907183626618,40.719211674204395,-73.9591078838642,40.7109771296904,2019-07-14 20:50:01,2019-07-14 20:56:38,0 days 00:06:37.000000000,0,0,0,0,0,C
1.7,8.5,0,0,1,0,-73.9721454850812,40.7568161553126,-73.9904776189691,40.7403134645878,2019-06-27 19:08:07,2019-06-27 19:18:37,0 days 00:10:30.000000000,0,0,0,0,0,C
1.13,7.0,0,0,1,0,-73.98592880648721,40.7488076668144,-73.9774318381095,40.758226481221705,2019-07-12 18:54:22,2019-07-12 19:02:22,0 days 00:08:00.000000000,0,0,0,0,0,B
2.04,9.5,1,0,0,0,-73.9778420751297,40.7317281591558,-73.98592880648721,40.7488076668144,2019-01-08 22:11:54,2019-01-08 22:22:35,0 days 00:10:41.000000000,0,0,0,1,0,C
0.69,6.0,0,0,0,1,-73.9852141243977,40.7279442789046,-73.9852141243977,40.7279442789046,2019-11-22 21:49:44,2019-11-22 21:56:48,0 days 00:07:04.000000000,0,0,0,0,0,B
3.1,13.0,0,0,0,1,-73.9999401565074,40.7483972248318,-73.97281451745029,40.7917662467824,2019-11-17 00:56:54,2019-11-17 01:11:32,0 days 00:14:38.000000000,1,0,0,0,0,E
9.25,28.0,0,0,1,0,-73.9833103532463,40.737348376320796,-73.8728037146871,40.7748673895178,2019-08-09 05:52:59,2019-08-09 06:13:55,0 days 00:20:56.000000000,0,0,0,0,0,J
3.44,21.0,1,0,0,0,-73.9656914919459,40.7685418846646,-73.9967775123964,40.7425461606612,2019-02-26 11:39:57,2019-02-26 12:12:51,0 days 00:32:54.000000000,0,1,0,0,0,H
2.39,13.5,0,1,0,0,-73.98592880648721,40.7488076668144,-73.9974066841975,40.7205814515076,2019-05-25 15:36:45,2019-05-25 15:56:19,0 days 00:19:34.000000000,0,0,1,0,0,E
1.2,7.0,0,0,1,0,-73.9678083909732,40.797866268004,-73.9449566676846,40.7906501597646,2019-07-15 15:03:33,2019-07-15 15:11:14,0 days 00:07:41.000000000,0,0,1,0,0,B
