trip_distance,fare_amount,winter,spring,summer,fall,PULongitude,PULatitude,DOLongitude,DOLatitude,pickup_datetime,dropoff_datetime,ride_duration,Early morning,Morning,Afternoon,Night,Holiday Proximity,label
17.8,52.0,0,0,1,0,-73.77826365890199,40.64260452171779,-73.97836698802041,40.7644254534051,2019-06-06 13:52:52,2019-06-06 15:19:19,0 days 01:26:27.000000000,0,0,1,0,0,J
0.82,8.5,0,1,0,0,-73.9841761608222,40.759844740029294,-73.9769419924356,40.7476542811031,2019-05-14 11:59:31,2019-05-14 12:11:46,0 days 00:12:15.000000000,0,1,0,0,0,C
3.59,14.0,0,1,0,0,-73.9986779466048,40.7286117315904,-73.9649337316477,40.688515875250395,2019-03-23 23:40:14,2019-03-23 23:57:00,0 days 00:16:46.000000000,0,0,0,1,0,E
2.83,13.0,0,0,1,0,-74.004512572075,40.7524372519647,-74.0071756920052,40.7253763405368,2019-08-15 19:13:08,2019-08-15 19:29:57,0 days 00:16:49.000000000,0,0,0,0,0,E
0.9,6.5,0,0,1,0,-73.9569723853064,40.7804914757347,-73.9569723853064,40.7804914757347,2019-06-06 07:53:58,2019-06-06 08:01:40,0 days 00:07:42.000000000,0,1,0,0,0,B
18.6,52.0,0,1,0,0,-73.77826365890199,40.64260452171779,-73.9898566508315,40.7622367556144,2019-05-09 17:20:49,2019-05-09 18:32:05,0 days 01:11:16.000000000,0,0,1,0,0,J
0.94,8.0,1,0,0,0,-73.98592880648721,40.7488076668144,-73.97125597712959,40.7491720982236,2019-01-31 09:09:04,2019-01-31 09:20:13,0 days 00:11:09.000000000,0,1,0,0,0,C
1.97,9.0,0,0,1,0,-73.9651741989212,40.756589298489295,-73.98135241373991,40.7739059853886,2019-07-15 15:21:39,2019-07-15 15:31:32,0 days 00:09:53.000000000,0,0,1,0,0,C
1.2,5.5,1,0,0,0,-73.98135241373991,40.7739059853886,-73.97281451745029,40.7917662467824,2019-01-29 09:10:41,2019-01-29 09:15:32,0 days 00:04:51.000000000,0,1,0,0,0,B
1.84,9.0,0,1,0,0,-73.9938994033218,40.766692374666796,-74.004512572075,40.7524372519647,2019-05-07 14:33:00,2019-05-07 14:44:20,0 days 00:11:20.000000000,0,0,1,0,0,C
0.9,5.0,1,0,0,0,-73.9656914919459,40.7685418846646,-73.9569723853064,40.7804914757347,2019-01-07 10:55:16,2019-01-07 10:59:44,0 days 00:04:28.000000000,0,1,0,0,0,B
8.4,25.5,0,1,0,0,-73.9774318381095,40.758226481221705,-74.009960471569,40.653618206901896,2019-03-22 02:45:32,2019-03-22 03:08:30,0 days 00:22:58.000000000,1,0,0,0,0,J
1.83,9.0,0,1,0,0,-73.9999401565074,40.7483972248318,-73.9898566508315,40.7622367556144,2019-03-29 21:17:47,2019-03-29 21:28:12,0 days 00:10:25.000000000,0,0,0,0,0,C
3.13,14.5,0,0,0,1,-73.9967775123964,40.7425461606612,-73.9597126787805,40.7668388165846,2019-11-02 23:27:20,2019-11-02 23:46:29,0 days 00:19:09.000000000,0,0,0,1,0,E
0.4,4.0,0,1,0,0,-73.9597126787805,40.7668388165846,-73.9569723853064,40.7804914757347,2019-03-14 07:10:51,2019-03-14 07:13:56,0 days 00:03:05.000000000,0,1,0,0,0,A
1.83,7.5,1,0,0,0,-73.97281451745029,40.7917662467824,-73.9383104968462,40.8055655654775,2019-02-18 11:46:47,2019-02-18 11:53:19,0 days 00:06:32.000000000,0,1,0,0,0,C
1.73,7.5,1,0,0,0,-73.9974066841975,40.7205814515076,-73.9967775123964,40.7425461606612,2019-12-26 15:40:38,2019-12-26 15:49:02,0 days 00:08:24.000000000,0,0,1,0,1,C
0.74,5.0,0,0,1,0,-73.9833103532463,40.737348376320796,-73.9904776189691,40.7403134645878,2019-06-07 20:20:01,2019-06-07 20:24:32,0 days 00:04:31.000000000,0,0,0,0,0,B
1.98,13.5,0,0,0,1,-73.9946282171513,40.7324859518256,-73.9774318381095,40.758226481221705,2019-11-12 14:31:38,2019-11-12 14:52:26,0 days 00:20:48.000000000,0,0,1,0,0,E
1.93,10.5,0,1,0,0,-73.99245532771059,40.748476361761796,-73.9833103532463,40.737348376320796,2019-04-27 08:26:10,2019-04-27 08:40:10,0 days 00:14:00.000000000,0,1,0,0,0,D
2.2,10.5,0,0,0,1,-73.906671830047,40.778193328200494,-73.94028630330509,40.7617244307638,2019-11-15 07:39:29,2019-11-15 07:52:20,0 days 00:12:51.000000000,0,1,0,0,0,D
2.16,9.0,0,0,1,0,-73.9852141243977,40.7279442789046,-73.9721454850812,40.7568161553126,2019-08-22 22:55:25,2019-08-22 23:08:37,0 days 00:13:12.000000000,0,0,0,1,0,C
1.1,6.0,0,0,1,0,-73.9769419924356,40.7476542811031,-73.9904776189691,40.7403134645878,2019-06-23 11:59:54,2019-06-23 12:06:07,0 days 00:06:13.000000000,0,1,0,0,0,B
9.82,37.0,0,0,0,1,-73.9833103532463,40.737348376320796,-73.9416668140575,40.8412186698664,2019-10-13 04:42:11,2019-10-13 05:28:20,0 days 00:46:09.000000000,1,0,0,0,0,J
0.57,4.0,0,1,0,0,-73.9520653308923,40.8042048286288,-73.9449566676846,40.7906501597646,2019-03-26 16:10:49,2019-03-26 16:12:47,0 days 00:01:58.000000000,0,0,1,0,1,A
2.8,13.5,1,0,0,0,-73.99245532771059,40.748476361761796,-73.97827334184859,40.7841073645538,2019-12-11 21:27:26,2019-12-11 21:44:16,0 days 00:16:50.000000000,0,0,0,0,0,E
0.9,5.0,1,0,0,0,-73.98878589284921,40.753514091774605,-73.97836698802041,40.7644254534051,2019-01-21 16:43:10,2019-01-21 16:46:23,0 days 00:03:13.000000000,0,0,1,0,0,B
1.5,8.5,0,1,0,0,-73.96557217995941,40.7824597386361,-73.9597126787805,40.7668388165846,2019-05-03 21:22:11,2019-05-03 21:31:59,0 days 00:09:48.000000000,0,0,0,0,0,C
0.68,5.0,0,1,0,0,-73.9974066841975,40.7205814515076,-74.0013747299582,40.7238990714701,2019-04-20 03:10:14,2019-04-20 03:15:26,0 days 00:05:12.000000000,1,0,0,0,0,B
0.8,6.5,0,0,0,1,-73.9852141243977,40.7279442789046,-73.9986779466048,40.7286117315904,2019-10-18 15:15:10,2019-10-18 15:23:05,0 days 00:07:55.000000000,0,0,1,0,0,B
0.56,3.5,1,0,0,0,-73.9655685290937,40.8020327729942,-73.97281451745029,40.7917662467824,2019-02-06 23:47:02,2019-02-06 23:48:13,0 days 00:01:11.000000000,0,0,0,1,0,A
1.0,10.5,1,0,0,0,-73.9512079916544,40.7784958687768,-73.9545680421348,40.7655068182316,2019-01-03 11:29:03,2019-01-03 11:44:37,0 days 00:15:34.000000000,0,1,0,0,0,D
1.1,6.5,0,1,0,0,-73.9721454850812,40.7568161553126,-73.9656914919459,40.7685418846646,2019-05-09 00:38:51,2019-05-09 00:44:48,0 days 00:05:57.000000000,1,0,0,0,0,B
0.5,3.5,0,0,0,1,-73.97281451745029,40.7917662467824,-73.97827334184859,40.7841073645538,2019-11-07 14:48:30,2019-11-07 14:50:16,0 days 00:01:46.000000000,0,0,1,0,0,A
1.05,5.5,0,0,1,0,-73.9569723853064,40.7804914757347,-73.96557217995941,40.7824597386361,2019-08-26 20:02:37,2019-08-26 20:06:51,0 days 00:04:14.000000000,0,0,0,0,0,B
1.37,8.0,1,0,0,0,-74.0083857570117,40.735248066679,-74.00671162438991,40.718695641007706,2019-12-19 18:39:48,2019-12-19 18:50:10,0 days 00:10:22.000000000,0,0,0,0,0,C
1.32,16.5,0,1,0,0,-73.97836698802041,40.7644254534051,-73.9999401565074,40.7483972248318,2019-05-24 17:14:54,2019-05-24 17:41:59,0 days 00:27:05.000000000,0,0,1,0,0,F
2.29,15.5,0,1,0,0,-74.00249690862721,40.734611555981395,-73.9774318381095,40.758226481221705,2019-05-23 14:16:04,2019-05-23 14:40:37,0 days 00:24:33.000000000,0,0,1,0,0,F
2.71,12.0,0,0,0,1,-73.97827334184859,40.7841073645538,-73.99245532771059,40.748476361761796,2019-09-21 07:46:10,2019-09-21 08:00:08,0 days 00:13:58.000000000,0,1,0,0,0,D
4.05,19.5,0,0,1,0,-73.9898566508315,40.7622367556144,-73.9982526213797,40.7130578275841,2019-08-04 19:29:43,2019-08-04 19:58:41,0 days 00:28:58.000000000,0,0,0,0,0,G
0.71,4.5,0,0,0,1,-73.98592880648721,40.7488076668144,-73.9904776189691,40.7403134645878,2019-11-09 09:22:27,2019-11-09 09:25:26,0 days 00:02:59.000000000,0,1,0,0,0,A
0.64,5.5,1,0,0,0,-73.9904776189691,40.7403134645878,-73.98592880648721,40.7488076668144,2019-01-25 21:49:26,2019-01-25 21:55:53,0 days 00:06:27.000000000,0,0,0,0,0,B
0.79,5.0,0,0,1,0,-73.9721454850812,40.7568161553126,-73.9769419924356,40.7476542811031,2019-08-30 23:33:24,2019-08-30 23:37:36,0 days 00:04:12.000000000,0,0,0,1,0,B
0.6,4.5,0,0,1,0,-73.9569723853064,40.7804914757347,-73.9656914919459,40.7685418846646,2019-08-24 16:58:57,2019-08-24 17:01:28,0 days 00:02:31.000000000,0,0,1,0,0,A
2.09,12.0,0,0,1,0,-73.9597126787805,40.7668388165846,-73.9769419924356,40.7476542811031,2019-07-24 12:24:15,2019-07-24 12:41:35,0 days 00:17:20.000000000,0,0,0,0,0,D
3.55,18.5,0,0,1,0,-73.9986779466048,40.7286117315904,-73.9597126787805,40.7668388165846,2019-08-09 08:21:49,2019-08-09 08:50:13,0 days 00:28:24.000000000,0,1,0,0,0,G
0.61,4.5,0,0,1,0,-73.97125597712959,40.7491720982236,-73.9771193707357,40.7403592357115,2019-08-27 12:09:13,2019-08-27 12:12:33,0 days 00:03:20.000000000,0,0,0,0,0,A
0.91,5.5,0,1,0,0,-73.9879729664182,40.77577020957129,-73.98135241373991,40.7739059853886,2019-03-22 14:36:39,2019-03-22 14:41:41,0 days 00:05:02.000000000,0,0,1,0,0,B
8.29,28.0,0,0,0,1,-74.004512572075,40.7524372519647,-73.9626937337469,40.64098273381,2019-09-06 19:04:08,2019-09-06 19:35:29,0 days 00:31:21.000000000,0,0,0,0,0,J
1.8,7.5,0,0,1,0,-73.9774318381095,40.758226481221705,-73.96557217995941,40.7824597386361,2019-06-15 00:05:39,2019-06-15 00:12:57,0 days 00:07:18.000000000,1,0,0,0,0,C
1.21,9.0,0,0,1,0,-73.9656914919459,40.7685418846646,-73.9569723853064,40.7804914757347,2019-08-13 08:02:54,2019-08-13 08:14:06,0 days 00:11:12.000000000,0,1,0,0,0,C
8.52,46.0,0,1,0,0,-73.8728037146871,40.7748673895178,-73.906671830047,40.778193328200494,2019-03-29 10:14:30,2019-03-29 10:19:19,0 days 00:04:49.000000000,0,1,0,0,0,J
0.56,5.5,0,0,0,1,-73.9898566508315,40.7622367556144,-73.9898566508315,40.7622367556144,2019-10-20 15:56:32,2019-10-20 16:03:18,0 days 00:06:46.000000000,0,0,1,0,0,B
1.59,8.0,0,0,1,0,-74.0013747299582,40.7238990714701,-73.97702292193391,40.7241521436714,2019-06-10 22:31:44,2019-06-10 22:39:50,0 days 00:08:06.000000000,0,0,0,1,0,C
2.7,11.0,0,1,0,0,-73.98592880648721,40.7488076668144,-73.9569723853064,40.7804914757347,2019-03-15 01:01:04,2019-03-15 01:13:03,0 days 00:11:59.000000000,1,0,0,0,0,D
1.01,5.5,0,0,0,1,-73.96557217995941,40.7824597386361,-73.97281451745029,40.7917662467824,2019-10-08 07:17:55,2019-10-08 07:22:05,0 days 00:04:10.000000000,0,1,0,0,0,B
3.0,12.0,0,1,0,0,-73.8784173669943,40.65868630446621,-73.9202100548833,40.6524606311874,2019-05-07 04:53:07,2019-05-07 05:06:03,0 days 00:12:56.000000000,1,0,0,0,0,D
0.7,4.0,1,0,0,0,-73.9512079916544,40.7784958687768,-73.9597126787805,40.7668388165846,2019-02-23 07:56:21,2019-02-23 07:57:54,0 days 00:01:33.000000000,0,1,0,0,0,A
1.66,9.0,0,0,1,0,-73.9678083909732,40.797866268004,-73.9520653308923,40.8042048286288,2019-07-04 15:39:35,2019-07-04 15:49:35,0 days 00:10:00.000000000,0,0,1,0,1,C
1.91,10.0,0,0,0,1,-73.9904776189691,40.7403134645878,-73.9974066841975,40.7205814515076,2019-10-04 18:27:34,2019-10-04 18:40:37,0 days 00:13:03.000000000,0,0,0,0,0,D
1.21,7.0,0,0,1,0,-73.9656914919459,40.7685418846646,-73.97827334184859,40.7841073645538,2019-06-13 08:47:54,2019-06-13 08:55:05,0 days 00:07:11.000000000,0,1,0,0,0,B
0.62,4.5,0,0,0,1,-73.9545680421348,40.7655068182316,-73.9512079916544,40.7784958687768,2019-09-21 22:05:46,2019-09-21 22:08:54,0 days 00:03:08.000000000,0,0,0,1,0,A
1.09,6.0,0,0,0,1,-73.96557217995941,40.7824597386361,-73.9678083909732,40.797866268004,2019-11-21 14:59:02,2019-11-21 15:03:48,0 days 00:04:46.000000000,0,0,1,0,0,B
1.0,6.0,1,0,0,0,-73.9597126787805,40.7668388165846,-73.9651741989212,40.756589298489295,2019-02-05 08:52:27,2019-02-05 08:58:20,0 days 00:05:53.000000000,0,1,0,0,0,B
0.57,4.5,1,0,0,0,-73.9833103532463,40.737348376320796,-73.9769419924356,40.7476542811031,2019-12-06 07:49:19,2019-12-06 07:52:06,0 days 00:02:47.000000000,0,1,0,0,0,A
4.82,20.0,1,0,0,0,-73.9769419924356,40.7476542811031,-73.9268123582238,40.7714253418156,2019-01-07 10:48:35,2019-01-07 11:12:58,0 days 00:24:23.000000000,0,1,0,0,0,H
0.51,4.0,0,0,0,1,-73.97827334184859,40.7841073645538,-73.97281451745029,40.7917662467824,2019-09-20 15:17:54,2019-09-20 15:20:00,0 days 00:02:06.000000000,0,0,1,0,0,A
8.36,27.5,1,0,0,0,-73.94582981800791,40.776534228995104,-73.995328797204,40.6962383270628,2019-12-28 23:13:13,2019-12-28 23:40:12,0 days 00:26:59.000000000,0,0,0,1,0,J
1.72,10.0,0,0,0,1,-73.94582981800791,40.776534228995104,-73.9656914919459,40.7685418846646,2019-11-20 16:32:47,2019-11-20 16:45:36,0 days 00:12:49.000000000,0,0,1,0,0,D
1.2,6.5,0,1,0,0,-73.99245532771059,40.748476361761796,-73.9774318381095,40.758226481221705,2019-03-06 04:47:33,2019-03-06 04:53:11,0 days 00:05:38.000000000,1,0,0,0,0,B
16.9,52.0,1,0,0,0,-73.99245532771059,40.748476361761796,-73.77826365890199,40.64260452171779,2019-01-30 07:23:18,2019-01-30 08:02:28,0 days 00:39:10.000000000,0,1,0,0,0,J
2.7,12.5,0,0,0,1,-73.9774318381095,40.758226481221705,-73.97827334184859,40.7841073645538,2019-10-23 19:47:00,2019-10-23 20:03:43,0 days 00:16:43.000000000,0,0,0,0,0,E
0.87,6.0,0,1,0,0,-73.97836698802041,40.7644254534051,-73.9651741989212,40.756589298489295,2019-04-16 00:22:18,2019-04-16 00:28:30,0 days 00:06:12.000000000,1,0,0,0,0,B
1.46,9.0,0,0,0,1,-73.9569723853064,40.7804914757347,-73.9597126787805,40.7668388165846,2019-09-24 14:09:20,2019-09-24 14:21:32,0 days 00:12:12.000000000,0,0,1,0,0,C
2.65,17.5,1,0,0,0,-74.0129193755126,40.708975618892005,-73.9864589876713,40.685614589464,2019-12-10 17:50:18,2019-12-10 18:18:08,0 days 00:27:50.000000000,0,0,1,0,0,G
0.39,3.5,0,0,0,1,-73.98135241373991,40.7739059853886,-73.98135241373991,40.7739059853886,2019-10-02 16:41:54,2019-10-02 16:44:00,0 days 00:02:06.000000000,0,0,1,0,0,A
1.99,9.5,0,1,0,0,-73.8728037146871,40.7748673895178,-73.906671830047,40.778193328200494,2019-03-17 22:10:52,2019-03-17 22:20:34,0 days 00:09:42.000000000,0,0,0,1,0,C
1.9,11.0,0,0,1,0,-73.9841761608222,40.759844740029294,-73.97827334184859,40.7841073645538,2019-07-08 13:38:34,2019-07-08 13:52:14,0 days 00:13:40.000000000,0,0,1,0,0,D
0.37,3.5,1,0,0,0,-73.9721454850812,40.7568161553126,-73.9721454850812,40.7568161553126,2019-02-06 17:07:37,2019-02-06 17:09:36,0 days 00:01:59.000000000,0,0,1,0,0,A
1.8,8.5,0,1,0,0,-74.004512572075,40.7524372519647,-73.9879729664182,40.77577020957129,2019-03-22 19:54:54,2019-03-22 20:04:13,0 days 00:09:19.000000000,0,0,0,0,0,C
9.0,30.0,0,0,1,0,-73.8728037146871,40.7748673895178,-73.9967775123964,40.7425461606612,2019-08-07 19:31:38,2019-08-07 20:01:41,0 days 00:30:03.000000000,0,0,0,0,0,J
0.84,6.0,0,0,0,1,-73.98878589284921,40.753514091774605,-73.9769419924356,40.7476542811031,2019-10-29 23:21:49,2019-10-29 23:28:38,0 days 00:06:49.000000000,0,0,0,1,0,B
3.14,12.5,1,0,0,0,-73.98230670494641,40.7153860841071,-73.9769419924356,40.7476542811031,2019-02-10 02:07:17,2019-02-10 02:18:29,0 days 00:11:12.000000000,1,0,0,0,0,E
12.24,34.5,0,1,0,0,-73.94582981800791,40.776534228995104,-74.009960471569,40.653618206901896,2019-04-28 02:20:30,2019-04-28 02:43:21,0 days 00:22:51.000000000,1,0,0,0,0,J
10.58,43.0,0,0,1,0,-73.8728037146871,40.7748673895178,-73.98592880648721,40.7488076668144,2019-06-24 11:18:57,2019-06-24 12:16:39,0 days 00:57:42.000000000,0,1,0,0,0,J
0.63,5.0,0,1,0,0,-73.9774318381095,40.758226481221705,-73.97836698802041,40.7644254534051,2019-05-03 21:04:38,2019-05-03 21:08:48,0 days 00:04:10.000000000,0,0,0,0,0,B
1.9,11.0,0,1,0,0,-74.0083857570117,40.735248066679,-74.00671162438991,40.718695641007706,2019-04-12 15:48:24,2019-04-12 16:04:14,0 days 00:15:50.000000000,0,0,1,0,0,D
1.59,8.0,0,1,0,0,-74.00671162438991,40.718695641007706,-73.98230670494641,40.7153860841071,2019-05-11 01:57:00,2019-05-11 02:05:44,0 days 00:08:44.000000000,1,0,0,0,0,C
2.29,13.0,0,0,0,1,-73.9569723853064,40.7804914757347,-73.9774318381095,40.758226481221705,2019-11-07 09:34:11,2019-11-07 09:52:33,0 days 00:18:22.000000000,0,1,0,0,0,E
0.7,4.0,0,1,0,0,-73.9597126787805,40.7668388165846,-73.9512079916544,40.7784958687768,2019-03-09 17:25:47,2019-03-09 17:28:18,0 days 00:02:31.000000000,0,0,1,0,0,A
2.4,14.0,0,0,0,1,-74.0013747299582,40.7238990714701,-73.9769419924356,40.7476542811031,2019-11-13 09:01:12,2019-11-13 09:20:49,0 days 00:19:37.000000000,0,1,0,0,0,E
1.5,9.0,1,0,0,0,-73.96557217995941,40.7824597386361,-73.98135241373991,40.7739059853886,2019-02-15 15:27:57,2019-02-15 15:38:32,0 days 00:10:35.000000000,0,0,1,0,0,C
1.0,7.5,0,0,1,0,-74.00249690862721,40.734611555981395,-73.9986779466048,40.7286117315904,2019-06-27 21:23:05,2019-06-27 21:32:34,0 days 00:09:29.000000000,0,0,0,0,0,C
2.0,8.0,1,0,0,0,-73.9769419924356,40.7476542811031,-73.9986779466048,40.7286117315904,2019-01-19 15:45:05,2019-01-19 15:52:51,0 days 00:07:46.000000000,0,0,1,0,0,C
2.55,11.5,0,1,0,0,-73.9852141243977,40.7279442789046,-73.9855710635353,40.6953726093294,2019-05-17 09:14:08,2019-05-17 09:27:25,0 days 00:13:17.000000000,0,1,0,0,0,D
0.32,3.0,0,0,0,1,-74.009549313284,40.6754616838619,-74.009549313284,40.6754616838619,2019-09-11 10:42:10,2019-09-11 10:42:44,0 days 00:00:34.000000000,0,1,0,0,0,A
1.05,7.0,1,0,0,0,-73.9986779466048,40.7286117315904,-73.9946282171513,40.7324859518256,2019-12-20 21:05:34,2019-12-20 21:13:28,0 days 00:07:54.000000000,0,0,0,0,0,B
2.1,10.0,0,0,1,0,-73.9946282171513,40.7324859518256,-73.9841761608222,40.759844740029294,2019-07-29 21:49:50,2019-07-29 22:01:59,0 days 00:12:09.000000000,0,0,0,0,0,D
1.0,6.5,0,0,0,1,-73.9898566508315,40.7622367556144,-73.9879729664182,40.77577020957129,2019-10-05 23:21:39,2019-10-05 23:27:55,0 days 00:06:16.000000000,0,0,0,1,0,B
6.8,37.5,0,0,1,0,-73.9651741989212,40.756589298489295,-73.8728037146871,40.7748673895178,2019-06-27 17:56:54,2019-06-27 18:55:45,0 days 00:58:51.000000000,0,0,1,0,0,J
3.88,15.0,0,0,0,1,-73.9841761608222,40.759844740029294,-73.9520653308923,40.8042048286288,2019-10-11 01:13:02,2019-10-11 01:29:26,0 days 00:16:24.000000000,1,0,0,0,0,F
2.29,10.5,0,1,0,0,-73.9721454850812,40.7568161553126,-73.98135241373991,40.7739059853886,2019-03-05 20:24:04,2019-03-05 20:36:13,0 days 00:12:09.000000000,0,0,0,0,0,D
1.28,10.0,0,0,1,0,-73.9833103532463,40.737348376320796,-73.9769419924356,40.7476542811031,2019-07-10 08:50:17,2019-07-10 09:04:58,0 days 00:14:41.000000000,0,1,0,0,0,D
2.08,10.5,0,0,0,1,-73.97836698802041,40.7644254534051,-74.004512572075,40.7524372519647,2019-11-29 10:14:52,2019-11-29 10:27:58,0 days 00:13:06.000000000,0,1,0,0,0,D
1.0,7.0,0,0,1,0,-73.9512079916544,40.7784958687768,-73.9569723853064,40.7804914757347,2019-06-16 21:40:55,2019-06-16 21:49:06,0 days 00:08:11.000000000,0,0,0,0,0,B
5.17,18.0,0,0,0,1,-74.00249690862721,40.734611555981395,-73.97827334184859,40.7841073645538,2019-10-06 23:43:47,2019-10-07 00:00:32,0 days 00:16:45.000000000,0,0,0,1,0,G
0.9,6.0,0,0,0,1,-73.9898566508315,40.7622367556144,-73.9999401565074,40.7483972248318,2019-10-01 22:18:17,2019-10-01 22:24:23,0 days 00:06:06.000000000,0,0,0,1,0,B
2.13,8.5,1,0,0,0,-73.97827334184859,40.7841073645538,-73.9618152643826,40.80957022827229,2019-01-12 22:09:39,2019-01-12 22:17:21,0 days 00:07:42.000000000,0,0,0,1,0,C
0.98,10.5,0,0,1,0,-74.004512572075,40.7524372519647,-73.98592880648721,40.7488076668144,2019-07-07 17:11:41,2019-07-07 17:27:28,0 days 00:15:47.000000000,0,0,1,0,0,D
8.14,33.5,0,0,0,1,-73.97125597712959,40.7491720982236,-73.97125597712959,40.7491720982236,2019-10-26 14:18:30,2019-10-26 14:56:29,0 days 00:37:59.000000000,0,0,1,0,0,J
2.3,10.0,0,0,1,0,-74.00235972445249,40.7084896914032,-73.97702292193391,40.7241521436714,2019-06-10 22:57:53,2019-06-10 23:09:12,0 days 00:11:19.000000000,0,0,0,1,0,D
1.2,6.0,0,0,1,0,-74.00249690862721,40.734611555981395,-73.9904776189691,40.7403134645878,2019-08-24 12:08:08,2019-08-24 12:13:12,0 days 00:05:04.000000000,0,0,0,0,0,B
0.5,4.0,0,0,1,0,-73.9512079916544,40.7784958687768,-73.9569723853064,40.7804914757347,2019-07-07 11:22:17,2019-07-07 11:25:03,0 days 00:02:46.000000000,0,1,0,0,0,A
1.6,8.0,0,1,0,0,-73.9986779466048,40.7286117315904,-74.00235972445249,40.7084896914032,2019-04-06 00:39:50,2019-04-06 00:48:38,0 days 00:08:48.000000000,1,0,0,0,0,C
0.9,7.0,1,0,0,0,-73.9656914919459,40.7685418846646,-73.9656914919459,40.7685418846646,2019-12-14 22:47:58,2019-12-14 22:55:38,0 days 00:07:40.000000000,0,0,0,1,0,B
0.7,8.5,1,0,0,0,-73.9545680421348,40.7655068182316,-73.9597126787805,40.7668388165846,2019-12-18 16:52:37,2019-12-18 17:04:12,0 days 00:11:35.000000000,0,0,1,0,0,C
13.5,44.0,0,0,1,0,-73.9569723853064,40.7804914757347,-73.9202100548833,40.6524606311874,2019-07-09 20:34:26,2019-07-09 21:23:24,0 days 00:48:58.000000000,0,0,0,0,0,J
2.64,10.0,0,0,0,1,-73.9597126787805,40.7668388165846,-73.9833103532463,40.737348376320796,2019-09-21 00:03:28,2019-09-21 00:14:31,0 days 00:11:03.000000000,1,0,0,0,0,D
2.23,9.0,0,0,1,0,-73.9512079916544,40.7784958687768,-73.9383104968462,40.8055655654775,2019-08-01 22:51:28,2019-08-01 23:01:01,0 days 00:09:33.000000000,0,0,0,1,0,C
0.92,6.0,0,1,0,0,-73.97827334184859,40.7841073645538,-73.97281451745029,40.7917662467824,2019-05-22 13:27:29,2019-05-22 13:34:20,0 days 00:06:51.000000000,0,0,1,0,0,B
1.4,6.5,0,0,1,0,-73.9999401565074,40.7483972248318,-74.004512572075,40.7524372519647,2019-06-09 02:39:22,2019-06-09 02:44:35,0 days 00:05:13.000000000,1,0,0,0,0,B
2.06,8.5,0,0,1,0,-73.9904776189691,40.7403134645878,-74.0071756920052,40.7253763405368,2019-07-19 01:53:05,2019-07-19 02:01:14,0 days 00:08:09.000000000,1,0,0,0,0,C
4.88,22.0,0,1,0,0,-73.98878589284921,40.753514091774605,-74.0154903292143,40.7024884135418,2019-05-02 09:16:55,2019-05-02 09:47:04,0 days 00:30:09.000000000,0,1,0,0,0,H
0.8,5.5,0,1,0,0,-73.99245532771059,40.748476361761796,-73.9769419924356,40.7476542811031,2019-04-22 22:20:46,2019-04-22 22:26:27,0 days 00:05:41.000000000,0,0,0,1,0,B
11.8,39.5,0,0,1,0,-73.9841761608222,40.759844740029294,-73.86840291436441,40.7639478203254,2019-08-07 18:55:31,2019-08-07 19:37:59,0 days 00:42:28.000000000,0,0,0,0,0,J
1.7,8.0,1,0,0,0,-74.0078121163865,40.706659617356,-73.9907183626618,40.719211674204395,2019-02-13 20:56:23,2019-02-13 21:05:06,0 days 00:08:43.000000000,0,0,0,0,0,C
3.81,17.0,0,0,1,0,-73.9907183626618,40.719211674204395,-73.9484721972696,40.7288303471399,2019-06-07 19:22:33,2019-06-07 19:45:06,0 days 00:22:33.000000000,0,0,0,0,0,F
2.5,11.0,0,1,0,0,-73.9651741989212,40.756589298489295,-74.004512572075,40.7524372519647,2019-04-26 01:30:57,2019-04-26 01:43:55,0 days 00:12:58.000000000,1,0,0,0,0,D
1.2,8.5,0,0,1,0,-74.004512572075,40.7524372519647,-73.9967775123964,40.7425461606612,2019-06-18 19:35:27,2019-06-18 19:46:44,0 days 00:11:17.000000000,0,0,0,0,0,C
0.32,4.0,0,0,0,1,-73.9545680421348,40.7655068182316,-73.9597126787805,40.7668388165846,2019-09-19 11:00:25,2019-09-19 11:04:07,0 days 00:03:42.000000000,0,1,0,0,0,A
1.33,6.0,1,0,0,0,-73.9449566676846,40.7906501597646,-73.9520653308923,40.8042048286288,2019-02-24 06:52:50,2019-02-24 06:57:49,0 days 00:04:59.000000000,0,1,0,0,0,B
3.8,18.0,0,0,1,0,-73.94582981800791,40.776534228995104,-73.9904776189691,40.7403134645878,2019-06-07 17:45:40,2019-06-07 18:07:31,0 days 00:21:51.000000000,0,0,1,0,0,G
2.57,13.5,1,0,0,0,-73.9841761608222,40.759844740029294,-73.97827334184859,40.7841073645538,2019-02-02 19:16:51,2019-02-02 19:35:49,0 days 00:18:58.000000000,0,0,0,0,0,E
8.3,24.5,0,1,0,0,-73.8728037146871,40.7748673895178,-73.9328243182356,40.858670286631295,2019-05-29 22:31:30,2019-05-29 22:47:44,0 days 00:16:14.000000000,0,0,0,1,1,I
3.38,19.0,0,0,0,1,-73.99245532771059,40.748476361761796,-73.9967775123964,40.7425461606612,2019-09-28 00:44:01,2019-09-28 01:12:52,0 days 00:28:51.000000000,1,0,0,0,0,G
6.76,29.5,1,0,0,0,-73.9214905669465,40.761084729151,-74.004512572075,40.7524372519647,2019-12-04 09:07:00,2019-12-04 09:49:31,0 days 00:42:31.000000000,0,1,0,0,0,J
